text,left,top,width,height,confidence,level,page_num,block_num,par_num,line_num,word_num
DIAGNOSTIC,184,60,256,31,96.0,5,1,1,1,1,1
REPORT,457,60,170,31,96.0,5,1,1,1,1,2
4,2110,87,10,12,62.0,5,1,1,1,1,3
SSS,1418,116,100,27,52.0,5,1,1,1,2,1
(em,1596,117,89,21,51.0,5,1,1,1,2,2
met,1430,132,117,52,27.0,5,1,1,1,3,1
(Ss;,1571,113,117,80,46.0,5,1,1,1,3,2
<a,2101,142,53,29,23.0,5,1,1,1,3,3
ia,1436,210,88,22,37.0,5,1,1,1,4,1
FER,1585,207,91,22,58.0,5,1,1,1,4,2
Diagnostics,2098,191,298,59,96.0,5,1,1,1,4,3
MC-3003,1561,248,110,20,87.0,5,1,1,1,5,1
PATIENT,168,328,162,24,95.0,5,1,1,2,1,1
NAME,345,328,104,24,79.0,5,1,1,2,1,2
:,465,334,7,18,79.0,5,1,1,2,1,3
N,501,328,22,24,88.0,5,1,1,2,1,4
PRABHAKAR,541,327,230,25,96.0,5,1,1,2,1,5
REF.,1444,328,77,24,96.0,5,1,1,2,1,6
DOCTOR:,1538,327,155,26,95.0,5,1,1,2,1,7
SELF,1737,327,75,24,96.0,5,1,1,2,1,8
CODE/NAME,167,380,202,27,92.0,5,1,1,2,2,1
&,382,380,24,22,92.0,5,1,1,2,2,2
ADDRESS,416,380,154,22,93.0,5,1,1,2,2,3
:C000138482,593,381,228,26,60.0,5,1,1,2,2,4
!ACCESSION,1073,384,181,34,49.0,5,1,1,2,2,5
NO,1269,388,41,23,93.0,5,1,1,2,2,6
:,1327,394,4,16,88.0,5,1,1,2,2,7
0042WD000493,1345,384,298,26,45.0,5,1,1,2,2,8
1AGE/SEX,1747,384,144,34,33.0,5,1,1,2,2,9
:70,1938,383,52,26,70.0,5,1,1,2,2,10
Years,2004,383,90,26,96.0,5,1,1,2,2,11
Male,2188,382,73,27,96.0,5,1,1,2,2,12
RELEX,168,428,102,25,92.0,5,1,1,2,3,1
HEALTHCARE,287,428,215,26,96.0,5,1,1,2,3,2
SERVICES,516,428,168,26,96.0,5,1,1,2,3,3
INDIA,699,428,100,25,96.0,5,1,1,2,3,4
PVT,814,428,61,25,90.0,5,1,1,2,3,5
LTD,885,428,56,25,82.0,5,1,1,2,3,6
iPATIENTID,1073,434,171,34,66.0,5,1,1,2,3,7
—_:,1322,450,4,16,5.0,5,1,1,2,3,8
NPRAM04045342,1346,446,284,26,76.0,5,1,1,2,3,9
DRAWN,1747,434,122,34,63.0,5,1,1,2,3,10
00:00:00,2163,440,153,26,96.0,5,1,1,2,3,12
PLOT,168,475,83,26,93.0,5,1,1,2,4,1
"63/A,",265,475,88,31,92.0,5,1,1,2,4,2
GROUND,369,475,147,26,96.0,5,1,1,2,4,3
"FLOOR,",533,475,117,31,92.0,5,1,1,2,4,4
RAGHAVENDRA,670,475,257,26,90.0,5,1,1,2,4,5
i,1073,471,4,34,81.0,5,1,1,2,4,6
i,1747,471,4,34,81.0,5,1,1,2,4,7
"raven,",168,470,151,75,9.0,5,1,1,3,1,1
7TH,344,516,58,25,61.0,5,1,1,3,1,2
PHASE.KPHB,423,516,211,26,88.0,5,1,1,3,1,3
COLONY.HYDERABAD,649,516,358,26,91.0,5,1,1,3,1,4
}CLIENT,1073,503,115,40,39.0,5,1,1,3,1,5
PATIENT,1197,495,111,52,96.0,5,1,1,3,1,6
ID:,1320,503,48,22,96.0,5,1,1,3,1,7
'RECEIVED,1747,503,162,27,72.0,5,1,1,3,1,8
:,1936,509,4,16,84.0,5,1,1,3,1,9
04/04/2023,1951,498,196,31,96.0,5,1,1,3,1,10
12:21:57,2165,499,152,26,96.0,5,1,1,3,1,11
HYDERABAD,168,564,205,25,96.0,5,1,1,3,2,1
500072,390,564,123,26,96.0,5,1,1,3,2,2
{ABHA,1073,546,89,47,60.0,5,1,1,3,2,3
NO,1175,552,41,23,94.0,5,1,1,3,2,4
:,1325,558,4,16,92.0,5,1,1,3,2,5
{,1747,546,4,47,4.0,5,1,1,3,2,6
REPORTED,1775,542,139,55,96.0,5,1,1,3,2,7
:04/04/2023,1940,551,207,31,50.0,5,1,1,3,2,8
