text,left,top,width,height,confidence,level,page_num,block_num,par_num,line_num,word_num
PATIENT,168,328,162,24,95.0,5,1,1,1,1,1
NAME,345,328,104,24,87.0,5,1,1,1,1,2
:,465,334,7,18,80.0,5,1,1,1,1,3
FARKHUNDA,501,327,233,26,87.0,5,1,1,1,1,4
JABEEN,746,328,140,24,91.0,5,1,1,1,1,5
REF.,1444,328,77,24,96.0,5,1,1,1,1,6
DOCTOR:,1538,327,176,26,95.0,5,1,1,1,1,7
CODE/NAME,167,380,202,27,91.0,5,1,1,1,2,1
&,382,380,24,22,92.0,5,1,1,1,2,2
ADDRESS,416,380,154,22,93.0,5,1,1,1,2,3
:C000138482,593,381,228,26,58.0,5,1,1,1,2,4
‘ACCESSION,1073,384,181,34,41.0,5,1,1,1,2,5
NO,1269,388,41,23,92.0,5,1,1,1,2,6
:,1327,394,4,16,89.0,5,1,1,1,2,7
0042WB003997,1345,384,296,26,83.0,5,1,1,1,2,8
1AGE/SEX,1747,384,144,34,4.0,5,1,1,1,2,9
:42,1938,383,52,25,75.0,5,1,1,1,2,10
Years,2004,383,90,26,96.0,5,1,1,1,2,11
Female,2188,382,115,27,96.0,5,1,1,1,2,12
RELEX,168,428,102,25,92.0,5,1,1,1,3,1
HEALTHCARE,287,428,215,26,95.0,5,1,1,1,3,2
SERVICES,516,428,168,26,95.0,5,1,1,1,3,3
INDIA,699,428,100,25,96.0,5,1,1,1,3,4
PVT,814,428,61,25,96.0,5,1,1,1,3,5
LTD,885,428,56,25,96.0,5,1,1,1,3,6
‘PATIENT,1073,430,131,42,46.0,5,1,1,1,3,7
ID,1212,444,32,22,94.0,5,1,1,1,3,8
:,1322,450,4,16,64.0,5,1,1,1,3,9
FARKF24028142,1346,446,269,26,92.0,5,1,1,1,3,10
i,1747,434,4,34,95.0,5,1,1,1,3,11
DRAWN,1762,444,107,22,96.0,5,1,1,1,3,12
:24/02/2023,1938,439,209,31,79.0,5,1,1,1,3,13
00:00:00,2163,440,153,26,95.0,5,1,1,1,3,14
PLOT,168,475,83,26,93.0,5,1,1,1,4,1
"63/A,",265,474,88,32,92.0,5,1,1,1,4,2
GROUND,369,475,147,26,95.0,5,1,1,1,4,3
"FLOOR,",533,475,117,31,93.0,5,1,1,1,4,4
RAGHAVENDRA,670,475,257,26,91.0,5,1,1,1,4,5
i,1073,471,4,34,81.0,5,1,1,1,4,6
i,1747,471,4,34,81.0,5,1,1,1,4,7
"NILAYAM,",168,516,158,31,92.0,5,1,1,1,5,1
7TH,344,516,58,25,93.0,5,1,1,1,5,2
"PHASE,KPHB",423,516,211,31,92.0,5,1,1,1,5,3
"COLONY,",649,516,147,31,96.0,5,1,1,1,5,4
