text,left,top,width,height,confidence,level,page_num,block_num,par_num,line_num,word_num
CONDITIONS,1109,113,226,27,95.0,5,1,1,1,1,1
OF,1351,113,45,27,96.0,5,1,1,1,1,2
REPORTING,1411,113,199,27,96.0,5,1,1,1,1,3
v_,343,198,19,19,21.0,5,1,1,1,2,1
The,397,190,63,28,95.0,5,1,1,1,2,2
reported,476,190,142,34,96.0,5,1,1,1,2,3
results,636,190,111,28,96.0,5,1,1,1,2,4
are,762,198,53,20,96.0,5,1,1,1,2,5
for,829,190,48,28,95.0,5,1,1,1,2,6
information,891,190,193,28,95.0,5,1,1,1,2,7
and,1100,190,60,28,96.0,5,1,1,1,2,8
interpretation,1177,191,231,33,96.0,5,1,1,1,2,9
of,1425,190,32,28,96.0,5,1,1,1,2,10
the,1469,190,53,28,96.0,5,1,1,1,2,11
referring,1539,190,144,34,96.0,5,1,1,1,2,12
doctor,1699,190,108,28,96.0,5,1,1,1,2,13
only.,1821,190,79,34,92.0,5,1,1,1,2,14
v_,343,248,19,19,46.0,5,1,1,1,3,1
It,412,242,26,26,94.0,5,1,1,1,3,2
is,452,241,24,27,96.0,5,1,1,1,3,3
presumed,492,240,166,34,96.0,5,1,1,1,3,4
that,674,240,68,28,96.0,5,1,1,1,3,5
the,755,240,54,28,96.0,5,1,1,1,3,6
tests,823,242,82,26,96.0,5,1,1,1,3,7
performed,921,240,174,34,96.0,5,1,1,1,3,8
on,1111,248,39,20,95.0,5,1,1,1,3,9
the,1165,240,54,28,95.0,5,1,1,1,3,10
specimen,1234,241,158,33,96.0,5,1,1,1,3,11
belong,1410,240,110,34,96.0,5,1,1,1,3,12
to,1535,242,32,26,96.0,5,1,1,1,3,13
the,1582,240,54,28,96.0,5,1,1,1,3,14
patient;,1652,241,129,33,96.0,5,1,1,1,3,15
named,1800,240,112,28,96.0,5,1,1,1,3,16
or,1929,248,34,20,96.0,5,1,1,1,3,17
identified.,1977,240,166,28,96.0,5,1,1,1,3,18
v_,343,298,19,19,28.0,5,1,1,1,4,1
Results,413,290,120,28,90.0,5,1,1,1,4,2
of,548,290,32,28,96.0,5,1,1,1,4,3
tests,592,292,81,26,96.0,5,1,1,1,4,4
may,689,298,71,26,96.0,5,1,1,1,4,5
vary,774,298,73,26,97.0,5,1,1,1,4,6
from,861,290,78,28,95.0,5,1,1,1,4,7
laboratory,956,290,173,34,96.0,5,1,1,1,4,8
to,1143,292,32,26,96.0,5,1,1,1,4,9
laboratory,1191,290,173,34,96.0,5,1,1,1,4,10
and,1379,290,59,28,95.0,5,1,1,1,4,11
also,1455,290,65,28,95.0,5,1,1,1,4,12
in,1536,291,26,26,96.0,5,1,1,1,4,13
some,1578,298,90,20,96.0,5,1,1,1,4,14
parameters,1685,292,193,32,96.0,5,1,1,1,4,15
from,1892,290,78,28,95.0,5,1,1,1,4,16
time,1985,291,75,27,95.0,5,1,1,1,4,17
to,2074,292,32,26,96.0,5,1,1,1,4,18
time,2121,291,74,27,96.0,5,1,1,1,4,19
for,2209,290,48,28,96.0,5,1,1,1,4,20
the,2269,290,54,28,96.0,5,1,1,1,4,21
same,412,348,89,20,96.0,5,1,1,1,5,1
patient.,518,341,126,33,96.0,5,1,1,1,5,2
v,343,398,19,19,91.0,5,1,1,1,6,1
Should,412,390,114,28,96.0,5,1,1,1,6,2
the,541,390,54,28,96.0,5,1,1,1,6,3
results,611,390,112,28,96.0,5,1,1,1,6,4
indicate,739,390,130,28,96.0,5,1,1,1,6,5
an,884,398,39,20,96.0,5,1,1,1,6,6
unexpected,940,390,194,34,95.0,5,1,1,1,6,7
"abnormality,",1151,390,212,34,96.0,5,1,1,1,6,8
the,1379,390,54,28,96.0,5,1,1,1,6,9
same,1448,398,89,20,96.0,5,1,1,1,6,10
should,1552,390,109,28,96.0,5,1,1,1,6,11
be,1679,390,38,28,95.0,5,1,1,1,6,12
reconfirmed.,1733,390,213,28,95.0,5,1,1,1,6,13
v_,343,448,19,19,40.0,5,1,1,1,7,1
Only,412,440,75,34,89.0,5,1,1,1,7,2
such,502,440,75,28,95.0,5,1,1,1,7,3
medical,595,440,127,28,96.0,5,1,1,1,7,4
professionals,739,440,222,34,96.0,5,1,1,1,7,5
who,975,440,68,28,96.0,5,1,1,1,7,6
understand,1059,440,190,28,96.0,5,1,1,1,7,7
reporting,1267,441,153,33,96.0,5,1,1,1,7,8
"units,",1437,441,92,33,96.0,5,1,1,1,7,9
reference,1545,440,159,28,96.0,5,1,1,1,7,10
ranges,1720,448,112,26,96.0,5,1,1,1,7,11
and,1847,440,60,28,96.0,5,1,1,1,7,12
limitations,1924,440,175,28,96.0,5,1,1,1,7,13
of,2114,440,33,28,96.0,5,1,1,1,7,14
technologies,2159,440,213,34,96.0,5,1,1,1,7,15
should,412,490,109,28,96.0,5,1,1,1,8,1
interpret,538,491,147,33,95.0,5,1,1,1,8,2
results.,700,490,122,28,96.0,5,1,1,1,8,3
v_,343,548,19,19,58.0,5,1,1,1,9,1
This,409,540,70,28,82.0,5,1,1,1,9,2
report,495,542,103,32,96.0,5,1,1,1,9,3
is,612,541,24,27,95.0,5,1,1,1,9,4
not,652,542,53,26,96.0,5,1,1,1,9,5
valid,719,540,76,28,96.0,5,1,1,1,9,6
for,811,540,47,28,93.0,5,1,1,1,9,7
medico-legal,873,540,214,34,91.0,5,1,1,1,9,8
purpose.,1105,548,144,26,96.0,5,1,1,1,9,9
v,343,598,19,19,90.0,5,1,1,1,10,1
