text,left,top,width,height,confidence,level,page_num,block_num,par_num,line_num,word_num
DIAGNOSTIC,184,60,256,31,96.0,5,1,1,1,1,1
REPORT,457,60,170,31,96.0,5,1,1,1,1,2
wy,1461,94,38,16,48.0,5,1,1,1,1,3
4,2110,87,10,20,69.0,5,1,1,1,1,4
Oy,1436,94,88,22,30.0,5,1,1,1,2,1
EN,1597,98,75,21,15.0,5,1,1,1,2,2
$y,2112,104,13,14,59.0,5,1,1,1,2,3
"SOS)”,",1421,111,118,25,31.0,5,1,1,1,3,1
FFGN,1596,117,76,21,14.0,5,1,1,1,3,2
en,2108,109,24,27,24.0,5,1,1,1,3,3
Ae,1412,117,276,72,51.0,5,1,1,1,4,1
SRL,2102,92,294,80,23.0,5,1,1,1,4,2
“laws,1432,202,97,30,40.0,5,1,1,1,5,1
DPX,1585,207,91,22,56.0,5,1,1,1,5,2
Diagnostics,2098,191,298,59,96.0,5,1,1,1,5,3
MC-3003,1561,248,110,20,89.0,5,1,1,1,6,1
PATIENT,168,328,162,24,95.0,5,1,1,1,7,1
NAME,345,328,104,24,79.0,5,1,1,1,7,2
:,465,334,7,18,79.0,5,1,1,1,7,3
N,501,328,22,24,88.0,5,1,1,1,7,4
PRABHAKAR,541,327,230,25,96.0,5,1,1,1,7,5
REF.,1444,328,77,24,96.0,5,1,1,1,7,6
DOCTOR:,1538,327,155,26,62.0,5,1,1,1,7,7
SELF,1737,327,75,24,95.0,5,1,1,1,7,8
CODE/NAME,167,380,202,27,92.0,5,1,1,1,8,1
&,382,380,24,22,92.0,5,1,1,1,8,2
ADDRESS,416,380,154,22,91.0,5,1,1,1,8,3
:,593,386,6,16,40.0,5,1,1,1,8,4
CQ00138482,610,381,211,26,40.0,5,1,1,1,8,5
ACCESSION,1073,384,181,34,39.0,5,1,1,1,8,6
NO,1269,388,41,23,93.0,5,1,1,1,8,7
:,1327,394,4,16,91.0,5,1,1,1,8,8
0042WD000493,1345,384,298,26,74.0,5,1,1,1,8,9
}AGE/SEX,1747,384,144,34,26.0,5,1,1,1,8,10
:70,1938,383,52,26,62.0,5,1,1,1,8,11
Years,2004,383,90,26,96.0,5,1,1,1,8,12
Male,2188,382,73,27,96.0,5,1,1,1,8,13
RELEX,168,428,102,25,92.0,5,1,1,1,9,1
HEALTHCARE,287,428,215,26,96.0,5,1,1,1,9,2
SERVICES,516,428,168,26,96.0,5,1,1,1,9,3
INDIA,699,428,100,25,96.0,5,1,1,1,9,4
PVT,814,428,61,25,90.0,5,1,1,1,9,5
LTD,885,428,56,25,82.0,5,1,1,1,9,6
iPATIENTID,1073,434,171,34,66.0,5,1,1,1,9,7
—_:,1322,450,4,16,5.0,5,1,1,1,9,8
NPRAM04045342,1346,446,284,26,76.0,5,1,1,1,9,9
DRAWN,1747,434,122,34,63.0,5,1,1,1,9,10
00:00:00,2163,440,153,26,96.0,5,1,1,1,9,12
PLOT,168,475,83,26,93.0,5,1,1,1,10,1
"63/A,",265,474,88,32,91.0,5,1,1,1,10,2
GROUND,369,475,147,26,96.0,5,1,1,1,10,3
"FLOOR,",533,475,117,31,93.0,5,1,1,1,10,4
RAGHAVENDRA,670,475,257,26,91.0,5,1,1,1,10,5
i,1073,471,4,34,94.0,5,1,1,1,10,6
i,1747,471,4,34,94.0,5,1,1,1,10,7
"NILAYAM,",168,516,158,31,93.0,5,1,1,1,11,1
7TH,344,516,58,25,93.0,5,1,1,1,11,2
"PHASE,KPHB",423,516,211,31,90.0,5,1,1,1,11,3
"COLONY,HYDERABAD",649,516,358,31,92.0,5,1,1,1,11,4
{CLIENT,1073,503,115,52,48.0,5,1,1,1,11,5
PATIENT,1197,495,108,43,94.0,5,1,1,1,11,6
ID:,1322,503,46,22,94.0,5,1,1,1,11,7
{,1747,509,4,46,42.0,5,1,1,1,11,8
RECEIVED,1775,503,134,23,96.0,5,1,1,1,11,9
:04/04/2023,1936,498,211,31,73.0,5,1,1,1,11,10
12:21:57,2165,499,152,26,95.0,5,1,1,1,11,11
HYDERABAD,168,564,205,25,96.0,5,1,1,1,12,1
500072,390,564,123,26,96.0,5,1,1,1,12,2
NO,1175,552,41,23,96.0,5,1,1,1,12,4
