text,left,top,width,height,confidence,level,page_num,block_num,par_num,line_num,word_num
RO,1421,94,118,42,27.0,5,1,1,1,1,1
CES,1592,91,80,42,34.0,5,1,1,1,1,2
eS,1412,138,137,77,48.0,5,1,1,1,2,1
balla,1436,210,88,22,33.0,5,1,1,1,3,1
£7,1585,207,27,22,7.0,5,1,1,1,3,2
SS,1650,207,26,22,22.0,5,1,1,1,3,3
MC-3003,1561,248,110,20,92.0,5,1,1,1,4,1
PATIENT,168,328,162,24,95.0,5,1,1,1,5,1
NAME,345,328,104,24,87.0,5,1,1,1,5,2
:,465,334,7,18,80.0,5,1,1,1,5,3
FARKHUNDA,501,327,233,26,87.0,5,1,1,1,5,4
JABEEN,746,328,140,24,91.0,5,1,1,1,5,5
REF.,1444,328,77,24,96.0,5,1,1,1,5,6
DOCTOR:,1538,327,176,26,95.0,5,1,1,1,5,7
CODE/NAME,167,380,202,27,91.0,5,1,1,1,6,1
&,382,380,24,22,92.0,5,1,1,1,6,2
ADDRESS,416,380,154,22,93.0,5,1,1,1,6,3
:C000138482,593,381,228,26,58.0,5,1,1,1,6,4
‘ACCESSION,1073,384,181,34,41.0,5,1,1,1,6,5
NO,1269,388,41,23,92.0,5,1,1,1,6,6
:,1327,394,4,16,89.0,5,1,1,1,6,7
0042WB003997,1345,384,296,26,83.0,5,1,1,1,6,8
1AGE/SEX,1747,384,144,34,4.0,5,1,1,1,6,9
:42,1938,383,52,25,75.0,5,1,1,1,6,10
Years,2004,383,90,26,96.0,5,1,1,1,6,11
Female,2188,382,115,27,96.0,5,1,1,1,6,12
RELEX,168,428,102,25,93.0,5,1,1,1,7,1
HEALTHCARE,287,428,215,26,96.0,5,1,1,1,7,2
SERVICES,516,428,168,26,96.0,5,1,1,1,7,3
INDIA,699,428,100,25,96.0,5,1,1,1,7,4
PVT,814,428,61,25,80.0,5,1,1,1,7,5
LTD,885,428,56,25,76.0,5,1,1,1,7,6
iPATIENTID,1073,421,171,59,24.0,5,1,1,1,7,7
—_:,1322,450,4,16,2.0,5,1,1,1,7,8
FARKF24028142,1346,446,269,26,91.0,5,1,1,1,7,9
—,1899,417,23,67,36.0,5,1,1,1,7,11
:24/02/2023,1938,439,209,31,52.0,5,1,1,1,7,12
00:00:00,2163,440,153,26,96.0,5,1,1,1,7,13
