text,left,top,width,height,confidence,level,page_num,block_num,par_num,line_num,word_num
PROCESSED,289,90,226,27,95.0,5,1,1,1,1,1
AT:,529,91,72,25,93.0,5,1,1,1,1,2
Th,1930,95,110,75,95.0,5,1,1,1,1,3
;,2380,125,3,2,24.0,5,1,1,1,1,4
Thyrocare,289,149,192,33,91.0,5,1,1,1,2,1
VIO,2044,116,150,78,64.0,5,1,1,1,2,2
Care,2205,120,165,52,95.0,5,1,1,1,2,3
Samanvitha,290,198,201,28,91.0,5,1,1,1,3,1
"Complex,",508,198,157,34,93.0,5,1,1,1,3,2
"No.12,13",684,199,153,33,91.0,5,1,1,1,3,3
and,853,198,60,28,96.0,5,1,1,1,3,4
"14,",293,250,48,32,96.0,5,1,1,1,4,1
The,1934,227,77,38,97.0,5,1,1,1,4,2
Trust.,2028,228,122,36,95.0,5,1,1,1,4,3
The,2167,227,78,37,96.0,5,1,1,1,4,4
Truth.,2261,227,126,37,95.0,5,1,1,1,4,5
Mayura,292,300,120,32,90.0,5,1,1,1,5,1
"Street,Outer",429,299,214,33,91.0,5,1,1,1,5,2
Ring,658,299,70,33,96.0,5,1,1,1,5,3
"Road,",746,298,92,34,96.0,5,1,1,1,5,4
"Hebbal,",292,348,125,34,93.0,5,1,1,1,6,1
Bangalore-560095,435,349,321,33,90.0,5,1,1,1,6,2
Sk,359,409,85,48,27.0,5,1,1,1,7,1
Corporate,550,418,142,31,81.0,5,1,1,1,7,2
office,701,417,76,32,91.0,5,1,1,1,7,3
:,791,426,2,17,72.0,5,1,1,1,7,4
Thyrocare,810,417,141,32,92.0,5,1,1,1,7,5
Technologies,961,417,184,32,48.0,5,1,1,1,7,6
"Limited,",1154,417,113,31,89.0,5,1,1,1,7,7
9,1282,411,24,35,52.0,5,1,1,1,7,8
"D-37/3,",1318,416,102,32,48.0,5,1,1,1,7,9
TIC,1430,418,50,25,76.0,5,1,1,1,7,10
"MIOC,",1492,418,81,30,75.0,5,1,1,1,7,11
"Turbhe,",1585,418,103,28,91.0,5,1,1,1,7,12
Navi,1700,418,58,25,96.0,5,1,1,1,7,13
Mumbai,1770,417,113,26,87.0,5,1,1,1,7,14
-,1895,432,6,4,93.0,5,1,1,1,7,15
400,1912,418,51,25,96.0,5,1,1,1,7,16
703,1974,418,48,25,96.0,5,1,1,1,7,17
a,2287,415,17,31,34.0,5,1,1,1,7,18
f,2335,414,30,44,45.0,5,1,1,1,7,19
:,449,461,4,8,52.0,5,1,1,1,8,1
©,559,464,35,35,15.0,5,1,1,1,8,2
022,606,468,50,25,93.0,5,1,1,1,8,3
-,668,482,6,4,91.0,5,1,1,1,8,4
3090,685,468,67,25,95.0,5,1,1,1,8,5
0000,763,468,89,29,84.0,5,1,1,1,8,6
/,844,457,13,47,84.0,5,1,1,1,8,7
6712,863,468,66,25,89.0,5,1,1,1,8,8
3400,940,468,68,25,79.0,5,1,1,1,8,9
©,1046,461,34,35,17.0,5,1,1,1,8,10
9870666333,1089,468,171,25,17.0,5,1,1,1,8,11
ma,1309,471,35,22,51.0,5,1,1,1,8,12
wellness@thyrocare.com,1358,467,351,33,89.0,5,1,1,1,8,13
GP,1739,464,35,36,34.0,5,1,1,1,8,14
wvewe.thyrocare.com,1783,468,279,32,14.0,5,1,1,1,8,15
a,2265,459,15,25,32.0,5,1,1,1,8,16
>,2316,460,99,84,56.0,5,1,1,1,8,17
._—,310,463,944,132,19.0,5,1,1,1,9,1
RES,1284,527,207,42,18.0,5,1,1,1,9,2
NAME,288,601,97,23,96.0,5,1,1,1,10,1
:,600,607,6,17,92.0,5,1,1,1,10,2
USHA,626,600,86,24,90.0,5,1,1,1,10,3
(65Y/F),737,599,113,31,90.0,5,1,1,1,10,4
SAMPLE,1571,600,136,23,96.0,5,1,1,1,10,5
COLLECTED,1721,600,197,24,94.0,5,1,1,1,10,6
AT:,1931,600,65,23,94.0,5,1,1,1,10,7
REF.,288,649,72,23,96.0,5,1,1,1,11,1
BY,375,649,44,23,95.0,5,1,1,1,11,2
:,600,659,6,17,44.0,5,1,1,1,11,3
SELF,629,649,74,24,96.0,5,1,1,1,11,4
"(5600250846),RELAX",1566,640,335,31,91.0,5,1,1,1,11,5
HEALTHCARE,1915,641,202,24,96.0,5,1,1,1,11,6
SERVICES,2131,641,156,24,96.0,5,1,1,1,11,7
INDIA,1565,678,93,23,96.0,5,1,1,1,12,1
PVT,1671,678,57,23,92.0,5,1,1,1,12,2
"LTD,NO",1742,678,112,29,88.0,5,1,1,1,12,3
"25/2,NORRIS",1869,677,206,30,91.0,5,1,1,1,12,4
"ROAD,",2090,678,97,29,95.0,5,1,1,1,12,5
RICHMOND,2203,678,173,24,96.0,5,1,1,1,12,6
TEST,286,698,85,23,96.0,5,1,1,1,13,1
ASKED,382,698,115,23,96.0,5,1,1,1,13,2
:,599,708,6,17,49.0,5,1,1,1,13,3
AAROGYAM,622,700,174,24,91.0,5,1,1,1,13,4
A,810,700,21,23,96.0,5,1,1,1,13,5
"TOWN,",1563,695,94,55,65.0,5,1,1,1,13,6
"BENGALURU,",1682,695,191,55,65.0,5,1,1,1,13,7
KARNATAKA,1890,716,184,23,96.0,5,1,1,1,13,8
"560025,",2088,716,125,29,96.0,5,1,1,1,13,9
"INDIA,560025",1565,753,221,29,91.0,5,1,1,1,14,1
TEST,287,856,94,26,95.0,5,1,1,1,15,1
NAME,396,856,107,25,96.0,5,1,1,1,15,2
TECHNOLOGY,1348,855,263,27,96.0,5,1,1,1,15,3
VALUE,1918,857,123,26,95.0,5,1,1,1,15,4
UNITS,2154,855,120,27,96.0,5,1,1,1,15,5
EST.,289,909,78,27,95.0,5,1,1,1,16,1
GLOMERULAR,383,909,264,27,95.0,5,1,1,1,16,2
FILTRATION,662,909,234,27,96.0,5,1,1,1,16,3
RATE,914,910,96,25,93.0,5,1,1,1,16,4
(eGFR),1027,909,131,31,91.0,5,1,1,1,16,5
CALCULATED,1349,909,247,27,96.0,5,1,1,1,16,6
88,1918,909,46,27,93.0,5,1,1,1,16,7
mL/min/1.73,2141,909,259,32,88.0,5,1,1,1,16,8
m2,2417,909,57,26,96.0,5,1,1,1,16,9
Reference,289,953,191,27,96.0,5,1,1,1,17,1
Range,495,954,117,30,90.0,5,1,1,1,17,2
:-,629,960,25,19,90.0,5,1,1,1,17,3
>,290,1064,18,17,92.0,5,1,1,1,18,1
=,337,1067,19,10,92.0,5,1,1,1,18,2
90,382,1059,36,24,95.0,5,1,1,1,18,3
:,516,1065,4,17,91.0,5,1,1,1,18,4
Normal,539,1058,107,25,96.0,5,1,1,1,18,5
60-89,288,1104,111,24,80.0,5,1,1,1,19,1
:,441,1110,4,17,80.0,5,1,1,1,19,2
Mild,464,1103,57,25,96.0,5,1,1,1,19,3
Decrease,538,1104,139,24,96.0,5,1,1,1,19,4
45,287,1150,37,24,65.0,5,1,1,1,20,1
-,339,1161,10,4,65.0,5,1,1,1,20,2
59,364,1150,35,24,96.0,5,1,1,1,20,3
:,516,1156,4,17,92.0,5,1,1,1,20,4
Mild,539,1149,57,25,96.0,5,1,1,1,20,5
to,610,1151,29,23,96.0,5,1,1,1,20,6
Moderate,654,1149,141,25,95.0,5,1,1,1,20,7
Decrease,810,1150,140,24,96.0,5,1,1,1,20,8
30-44,288,1195,112,24,91.0,5,1,1,1,21,1
:,441,1201,4,17,88.0,5,1,1,1,21,2
Moderate,464,1194,141,25,96.0,5,1,1,1,21,3
to,618,1196,29,23,96.0,5,1,1,1,21,4
Severe,661,1195,105,24,95.0,5,1,1,1,21,5
Decrease,781,1195,139,24,96.0,5,1,1,1,21,6
15-29,290,1241,109,24,89.0,5,1,1,1,22,1
:,441,1247,4,17,88.0,5,1,1,1,22,2
Severe,463,1241,105,24,96.0,5,1,1,1,22,3
Decrease,583,1241,140,24,96.0,5,1,1,1,22,4
Clinical,288,1331,106,25,96.0,5,1,1,1,23,1
Significance,409,1331,182,31,96.0,5,1,1,1,23,2
The,286,1421,56,25,96.0,5,1,1,1,24,1
normal,357,1421,104,25,96.0,5,1,1,1,24,2
serum,476,1427,94,19,96.0,5,1,1,1,24,3
creatinine,585,1422,150,24,96.0,5,1,1,1,24,4
reference,750,1421,143,25,96.0,5,1,1,1,24,5
interval,908,1421,112,25,96.0,5,1,1,1,24,6
does,1035,1421,70,25,96.0,5,1,1,1,24,7
not,1120,1423,48,23,96.0,5,1,1,1,24,8
necessarily,1181,1421,169,31,96.0,5,1,1,1,24,9
reflect,1365,1421,95,25,96.0,5,1,1,1,24,10
a,1481,1427,6,19,96.0,5,1,1,1,24,11
normal,1503,1421,104,25,96.0,5,1,1,1,24,12
GFR,1622,1422,62,24,95.0,5,1,1,1,24,13
for,1696,1421,43,25,95.0,5,1,1,1,24,14
a,1751,1427,14,19,96.0,5,1,1,1,24,15
patient.,1781,1422,116,30,96.0,5,1,1,1,24,16
Because,1914,1422,125,24,96.0,5,1,1,1,24,17
mild,2054,1421,61,25,96.0,5,1,1,1,24,18
and,2130,1421,54,25,96.0,5,1,1,1,24,19
moderate,2199,1421,146,25,96.0,5,1,1,1,24,20
kidney,289,1467,99,31,96.0,5,1,1,1,25,1
injury,402,1468,87,30,96.0,5,1,1,1,25,2
is,503,1468,21,24,96.0,5,1,1,1,25,3
poorly,539,1467,94,31,96.0,5,1,1,1,25,4
inferred,647,1467,117,25,95.0,5,1,1,1,25,5
from,778,1467,70,25,96.0,5,1,1,1,25,6
serum,863,1473,94,19,96.0,5,1,1,1,25,7
creatinine,971,1468,151,24,95.0,5,1,1,1,25,8
alone.,1136,1467,91,25,96.0,5,1,1,1,25,9
"Thus,",1240,1467,84,30,96.0,5,1,1,1,25,10
it,1340,1468,18,24,96.0,5,1,1,1,25,11
is,1372,1468,21,24,96.0,5,1,1,1,25,12
recommended,1407,1467,218,25,95.0,5,1,1,1,25,13
for,1639,1467,43,25,96.0,5,1,1,1,25,14
clinical,1693,1467,101,25,95.0,5,1,1,1,25,15
laboratories,1810,1467,180,25,96.0,5,1,1,1,25,16
to,2003,1469,29,23,96.0,5,1,1,1,25,17
routinely,2047,1467,134,31,96.0,5,1,1,1,25,18
estimate,2194,1468,132,24,96.0,5,1,1,1,25,19
glomerular,288,1512,167,31,95.0,5,1,1,1,26,1
filtration,467,1512,127,25,96.0,5,1,1,1,26,2
rate,610,1514,58,23,93.0,5,1,1,1,26,3
"(eGFR),",684,1512,116,31,86.0,5,1,1,1,26,4
a,815,1518,14,19,96.0,5,1,1,1,26,5
“gold,843,1512,78,31,96.0,5,1,1,1,26,6
standard”,935,1512,151,25,96.0,5,1,1,1,26,7
measurement,1099,1514,213,23,96.0,5,1,1,1,26,8
for,1324,1512,43,25,96.0,5,1,1,1,26,9
assessment,1378,1514,181,23,96.0,5,1,1,1,26,10
of,1572,1512,29,25,96.0,5,1,1,1,26,11
renal,1613,1512,74,25,95.0,5,1,1,1,26,12
"function,",1701,1512,134,30,95.0,5,1,1,1,26,13
and,1850,1512,54,25,96.0,5,1,1,1,26,14
report,1919,1514,93,29,96.0,5,1,1,1,26,15
the,2024,1512,48,25,96.0,5,1,1,1,26,16
value,2086,1512,80,25,96.0,5,1,1,1,26,17
when,2180,1512,79,25,95.0,5,1,1,1,26,18
serum,2274,1518,94,19,95.0,5,1,1,1,26,19
creatinine,288,1559,150,24,96.0,5,1,1,1,27,1
is,453,1559,21,24,96.0,5,1,1,1,27,2
measured,489,1558,149,25,96.0,5,1,1,1,27,3
for,652,1558,43,25,95.0,5,1,1,1,27,4
patients,708,1559,122,30,96.0,5,1,1,1,27,5
18,845,1559,34,24,96.0,5,1,1,1,27,6
and,893,1558,54,25,96.0,5,1,1,1,27,7
"older,",962,1558,86,30,95.0,5,1,1,1,27,8
when,1063,1558,79,25,95.0,5,1,1,1,27,9
appropriate,1157,1559,177,30,95.0,5,1,1,1,27,10
and,1347,1558,54,25,96.0,5,1,1,1,27,11
feasible.,1416,1558,125,25,96.0,5,1,1,1,27,12
It,1559,1559,23,24,96.0,5,1,1,1,27,13
cannot,1595,1560,103,23,96.0,5,1,1,1,27,14
be,1712,1558,34,25,96.0,5,1,1,1,27,15
measured,1761,1558,149,25,96.0,5,1,1,1,27,16
easily,1925,1558,86,31,96.0,5,1,1,1,27,17
